UserID,Gender,Region of Birth,Region of Residence,How long ago did you move to your current country of residence?,Do you have children?,Education Level (Highest achieved or currently pursuing),Job Status,Job Role,Job Level,Topic(s) of interest,Social Media Usage,How concerned are you that policies to address global warming will increase your cost of living?,How important is it to you that this country leads the world in new technologies and innovation?,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,"On social and political issues, where would you place yourself?",An ideal society requires some groups to be on top and others to be on the bottom.,Do you feel optimistic or pessimistic about the future?,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Do you think that global warming is happening?,"Assuming global warming is happening, do you think it is?",Which comes closest to your own view about what most scientists think?,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,"In your opinion, when will global warming start to harm people in your country?",How much do you think global warming will harm plants and animal species?,How much do you think global warming will harm future generations of people?,How much do you think global warming will harm people in developing countries?,How much do you think global warming will harm people in your country?,How much do you think global warming will harm you personally?,When do you think global warming will start to harm people in your country?,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,"Fund more research into renewable energy sources, such as solar and wind power.",Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Set strict CO2 emission limits on coal-fired power plants.,Drill for oil in natural areas or reserves.,Expand offshore drilling for oil and natural gas off your country's coast.,Do you think the following should be doing more or less to address global warming? Corporations and industry.,The President.,Congress.,Your Governor.,Your local officials.,Citizens themselves.,Should global warming be a priority for the next president and Congress?,Should developing sources of clean energy be a priority?,Generate renewable energy (solar and wind) on public land in your country.,Support the economy transition from fossil fuels to 100% clean energy by 2050.,How often do you discuss global warming with your friends and family?,How often do you hear about global warming in the media?,How severe would you rate the personal effects of global warming that you have experienced?,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",A lot of important information is deliberately concealed from the public out of self-interest.,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,The government uses innocent people as patsies to hide its involvement in criminal activity.,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,The government permits or perpetrates acts of terrorism on its own soil disguising its involvement.,New and advanced technology which would harm current industry is being suppressed.,The power held by heads of state is second to that of small unknown groups who really control world politics.,Secret organizations communicate with extraterrestrials but keep this fact from the public.,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,The government is involved in the murder of innocent citizens and or well-known public figures and keeps this a secret.,A small secret group of people is responsible for making all major decisions such as going to war.,Technology with mind-control capacities is used on people without their knowledge.,Evidence of alien contact is being concealed from the public.,Groups of scientists manipulate fabricate or suppress evidence in order to deceive the public.,I see myself as someone who is reserved.,I see myself as someone who is generally trusting.,I see myself as someone who tends to be lazy.,"I see myself as someone who is relaxed, handles stress well.",I see myself as someone who has few artistic interests.,"I see myself as someone who is outgoing, sociable.",I see myself as someone who tends to find fault with others.,I see myself as someone who does a thorough job.,I see myself as someone who gets nervous easily.,I see myself as someone who has an active imagination.,Question 93,Question 94,Question 95,Question 96,Question 97
6808c5c484077492cbea972e,Female,Asia,Asia,>10 years,No,Postgraduate Degree,Unemployed,N/A,N/A,History Culture,3-5 hours/day,Somewhat concerned,Extremely important,Strongly agree,Prefer not to answer,Strongly oppose,Very pessimistic,Reduced,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,They are being harmed right now,A moderate amount,A great deal,A great deal,A great deal,A moderate amount,They are being harmed right now,Somewhat agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly oppose,Somewhat oppose,Much more,Much more,Much more,Much more,Much more,Much more,Very high,Very high,Strongly agree,Strongly agree,Occasionally,Several times a year,Not severe at all,Probably yes,Moderately responsible,Strongly agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,neutral,agree,agree,disagree,neutral,agree,neutral,disagree_a_little,neutral,disagree_a_little,agree_strongly,disagree_a_little,neutral,agree_a_little,agree_a_little,agree_a_little,,,,,
6808c53a84077492cbea965c,Male,Asia,Asia,>10 years,No,Postgraduate Degree,Employed,Engineering/Technical,Entry Level,Politics History,3-5 hours/day,Not very concerned,Very important,Somewhat agree,Slightly liberal,Strongly oppose,Very pessimistic,Reduced,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,In 25 years,A moderate amount,A great deal,Only a little,A moderate amount,A moderate amount,In 25 years,Strongly agree,Strongly support,Somewhat support,Strongly support,Strongly support,Strongly oppose,Somewhat support,Much more,Much more,Much more,Much more,Much more,Much more,Very high,Very high,Strongly agree,Strongly agree,Never,At least once a week,Moderately severe,Probably yes,Very responsible,Somewhat agree,strongly_disagree,agree,disagree,agree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,neutral,strongly_agree,strongly_disagree,strongly_disagree,neutral,disagree,agree_a_little,agree_a_little,agree_a_little,disagree_strongly,agree_a_little,neutral,agree_strongly,agree_a_little,agree_strongly,agree_a_little,,,,,
6808c95084077492cbea9a06,Female,Europe,Europe,>10 years,No,High School Degree,Unemployed,N/A,N/A,Geography Culture HealthNutrition,0-1 hour/day,Not very concerned,Extremely important,Strongly agree,Slightly liberal,Strongly oppose,Neither optimistic nor pessimistic,Remain the same,Yes,Don’t know,There is a lot of disagreement among scientists about whether or not global warming is happening,Somewhat agree,In 50 years,Only a little,A moderate amount,A great deal,A moderate amount,Only a little,In 50 years,Somewhat disagree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly oppose,Strongly oppose,Much more,Much more,Much more,Much more,Much more,Much more,Very high,Very high,Strongly agree,Strongly agree,Rarely,Several times a year,Don’t know / Not applicable,Probably yes,Slightly responsible,Strongly agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,neutral,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree_a_little,disagree_a_little,disagree_a_little,disagree_strongly,neutral,neutral,disagree_a_little,agree_strongly,disagree_a_little,neutral,,,,,
6808c9df84077492cbea9a10,Female,Europe,Europe,>10 years,No,Undergraduate Degree,Unemployed,N/A,N/A,HealthNutrition Culture,1-3 hours/day,Somewhat concerned,Very important,Strongly agree,Prefer not to answer,Neutral,Somewhat optimistic,Remain the same,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,They are being harmed right now,Don’t know,A moderate amount,A great deal,A moderate amount,Don’t know,In 25 years,Somewhat disagree,Strongly support,Strongly support,Somewhat support,Strongly support,Strongly oppose,Strongly oppose,More,More,More,More,Much more,Much more,High,Very high,Strongly agree,Strongly agree,Occasionally,At least once a month,Slightly severe,Don’t know,Not at all responsible,Strongly agree,strongly_agree,strongly_agree,neutral,strongly_agree,strongly_agree,strongly_agree,neutral,disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,agree,neutral,neutral,neutral,agree_strongly,disagree_strongly,disagree_a_little,neutral,agree_strongly,disagree_strongly,agree_strongly,neutral,agree_a_little,,,,,
6808cc2984077492cbea9a88,Female,Europe,Europe,>10 years,No,Postgraduate Degree,Unemployed,N/A,N/A,Politics,5+ hours/day,Not very concerned,Very important,Somewhat agree,Very liberal,Strongly oppose,Neither optimistic nor pessimistic,Remain the same,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Somewhat agree,They are being harmed right now,A moderate amount,A great deal,A great deal,A moderate amount,A moderate amount,They are being harmed right now,Strongly agree,Strongly support,Strongly support,Strongly support,Strongly support,Somewhat oppose,Somewhat oppose,Much more,More,More,More,More,Currently doing the right amount,Very high,Very high,Strongly agree,Strongly agree,Occasionally,At least once a month,Slightly severe,Probably yes,Slightly responsible,Strongly agree,disagree,neutral,strongly_agree,neutral,disagree,agree,agree,agree,disagree,disagree,neutral,disagree,disagree,disagree,disagree,disagree_a_little,neutral,agree_a_little,neutral,neutral,agree_a_little,disagree_a_little,disagree_a_little,agree_a_little,neutral,,,,,
6808cb6d84077492cbea9a1a,Female,Asia,Europe,<5 years,No,Undergraduate Degree,Unemployed,N/A,N/A,HealthNutrition,5+ hours/day,Not at all concerned,Slightly important,Somewhat disagree,Very conservative,Strongly favor,Very pessimistic,Reduced,No,Other,Don’t know enough to say,Strongly disagree,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,In 100 years,Strongly disagree,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Less,Much less,Much less,Much less,Much less,Much less,Low,Low,Strongly disagree,Strongly disagree,Never,Never,Very severe,Probably not,Very responsible,Somewhat disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree_strongly,agree_a_little,agree_strongly,agree_a_little,agree_a_little,agree_a_little,agree_strongly,agree_strongly,agree_strongly,agree_strongly,,,,,
6808cb7384077492cbea9a1c,Female,Europe,Europe,>10 years,No,Undergraduate Degree,Unemployed,N/A,N/A,Culture Geography,5+ hours/day,Somewhat concerned,Not important at all,Strongly agree,Moderate / Middle of the road,Neutral,Somewhat optimistic,Reduced,Yes,Caused mostly by natural changes in the environment,Most scientists think global warming is happening,Somewhat agree,They are being harmed right now,A moderate amount,A great deal,A moderate amount,A great deal,A moderate amount,They are being harmed right now,Somewhat agree,Somewhat support,Somewhat support,Strongly support,Strongly support,Strongly oppose,Strongly oppose,Much more,More,More,More,Currently doing the right amount,Much more,Very high,High,Strongly agree,Strongly agree,Never,At least once a week,Slightly severe,Probably not,Moderately responsible,Strongly agree,strongly_disagree,agree,neutral,strongly_agree,neutral,strongly_agree,strongly_agree,neutral,neutral,neutral,strongly_agree,agree,neutral,neutral,neutral,agree_strongly,disagree_a_little,agree_a_little,agree_strongly,disagree_a_little,neutral,agree_strongly,agree_strongly,agree_strongly,agree_strongly,,,,,
6808cdd784077492cbea9b64,Male,Europe,Europe,<5 years,No,High School Degree,Employed,Engineering/Technical,Entry Level,HealthNutrition Culture History,1-3 hours/day,Very concerned,Very important,Somewhat agree,Very liberal,Neutral,Somewhat pessimistic,Reduced,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,They are being harmed right now,Don’t know,A great deal,A great deal,A great deal,A great deal,They are being harmed right now,Somewhat agree,Strongly support,Strongly support,Strongly support,Strongly support,Somewhat oppose,Somewhat oppose,Much more,Much more,Much more,Much more,Much more,Much more,High,Very high,Somewhat agree,Somewhat agree,Occasionally,At least once a week,Very severe,Probably not,Moderately responsible,Neither agree nor disagree,neutral,agree,disagree,neutral,neutral,disagree,agree,neutral,disagree,strongly_disagree,neutral,neutral,strongly_disagree,neutral,neutral,disagree_a_little,agree_a_little,disagree_a_little,agree_a_little,disagree_strongly,agree_a_little,neutral,agree_a_little,disagree_a_little,agree_a_little,,,,,
6808ce0d84077492cbea9bd2,Female,Europe,Europe,>10 years,No,High School Degree,Unemployed,N/A,N/A,HealthNutrition,1-3 hours/day,Somewhat concerned,Moderately important,Neither agree nor disagree,Moderate / Middle of the road,Neutral,Somewhat pessimistic,Increased,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,They are being harmed right now,A moderate amount,A great deal,A great deal,A great deal,A moderate amount,They are being harmed right now,Somewhat agree,Somewhat support,Somewhat support,Somewhat support,Somewhat support,Somewhat oppose,Somewhat oppose,More,More,More,More,More,More,Very high,Very high,Somewhat agree,Somewhat agree,Occasionally,At least once a week,Moderately severe,Probably not,Moderately responsible,Neither agree nor disagree,strongly_disagree,agree,disagree,neutral,disagree,neutral,agree,disagree,strongly_disagree,strongly_disagree,disagree,disagree,neutral,disagree,disagree,agree_strongly,neutral,disagree_a_little,neutral,neutral,agree_a_little,agree_a_little,agree_a_little,neutral,agree_a_little,,,,,
6808d07084077492cbea9c42,Female,Europe,Europe,>10 years,No,High School Degree,Unemployed,N/A,N/A,History Culture Geography,3-5 hours/day,Somewhat concerned,Extremely important,Strongly agree,Slightly liberal,Neutral,Somewhat optimistic,Reduced,Yes,Caused mostly by natural changes in the environment,Most scientists think global warming is happening,Strongly agree,In 50 years,A moderate amount,A moderate amount,A great deal,A great deal,A moderate amount,In 50 years,Somewhat agree,Strongly support,Somewhat support,Somewhat support,Somewhat support,Somewhat support,Somewhat support,Much more,Currently doing the right amount,Much more,Currently doing the right amount,Currently doing the right amount,Much more,Very high,High,Somewhat agree,Somewhat agree,Often,At least once a week,Slightly severe,Probably yes,Slightly responsible,Somewhat agree,strongly_agree,agree,agree,agree,agree,neutral,strongly_agree,neutral,agree,agree,strongly_agree,agree,neutral,neutral,agree,disagree_a_little,disagree_strongly,disagree_a_little,disagree_a_little,disagree_strongly,agree_a_little,disagree_strongly,disagree_strongly,disagree_strongly,disagree_strongly,,,,,
6808d00184077492cbea9c3e,Female,Asia,Asia,>10 years,No,Undergraduate Degree,Unemployed,N/A,N/A,HealthNutrition,1-3 hours/day,Somewhat concerned,Very important,Somewhat agree,Conservative,Neutral,Somewhat pessimistic,Remain the same,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Somewhat agree,They are being harmed right now,A moderate amount,A great deal,A great deal,A great deal,A moderate amount,They are being harmed right now,Somewhat agree,Strongly support,Somewhat support,Strongly support,Somewhat support,Somewhat support,Somewhat support,More,More,Much more,Much more,Much more,More,Very high,Very high,Strongly agree,Strongly agree,Rarely,At least once a month,Moderately severe,Probably not,Moderately responsible,Somewhat agree,agree,agree,agree,agree,agree,agree,neutral,neutral,agree,agree,agree,agree,agree,neutral,neutral,agree_a_little,agree_a_little,neutral,neutral,agree_a_little,neutral,neutral,agree_a_little,agree_a_little,agree_a_little,,,,,
6808d10e84077492cbea9d12,Female,Asia,Europe,<5 years,No,Undergraduate Degree,Unemployed,N/A,N/A,History Culture Economics Geography HealthNutrition,5+ hours/day,Not at all concerned,Moderately important,Somewhat disagree,Slightly conservative,Strongly favor,Very pessimistic,Reduced,Yes,Caused mostly by natural changes in the environment,There is a lot of disagreement among scientists about whether or not global warming is happening,Somewhat agree,In 25 years,Only a little,Only a little,Only a little,Only a little,Only a little,Never,Somewhat agree,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Currently doing the right amount,Less,Less,Less,Less,Less,Medium,Medium,Somewhat disagree,Somewhat disagree,Rarely,Never,Moderately severe,Probably not,Moderately responsible,Neither agree nor disagree,disagree,disagree,disagree,strongly_disagree,disagree,disagree,disagree,disagree,strongly_disagree,strongly_disagree,disagree,disagree,disagree,disagree,disagree,agree_strongly,agree_a_little,agree_strongly,agree_a_little,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_a_little,agree_strongly,,,,,
6808d1d784077492cbea9d80,Female,Europe,Europe,>10 years,No,Postgraduate Degree,Unemployed,N/A,N/A,Culture History,1-3 hours/day,Don’t know,Moderately important,Somewhat agree,Very liberal,Somewhat oppose,Somewhat pessimistic,Increased,Yes,Caused mostly by human activities,Don’t know enough to say,Strongly agree,In 10 years,A moderate amount,A moderate amount,A great deal,A moderate amount,A moderate amount,In 10 years,Somewhat agree,Somewhat support,Somewhat support,Strongly support,Strongly support,Strongly oppose,Strongly oppose,Much more,Much more,Much more,Much more,Much more,More,Very high,Very high,Strongly agree,Somewhat agree,Occasionally,At least once a week,Slightly severe,Don’t know,Moderately responsible,Somewhat agree,neutral,agree,agree,neutral,neutral,neutral,neutral,neutral,strongly_disagree,strongly_disagree,neutral,agree,disagree,strongly_disagree,disagree,agree_a_little,neutral,agree_a_little,disagree_a_little,disagree_a_little,disagree_a_little,disagree_a_little,agree_strongly,disagree_a_little,neutral,,,,,
6808d1b684077492cbea9d7c,Male,Europe,Europe,>10 years,No,Undergraduate Degree,Unemployed,N/A,N/A,Politics History Culture HealthNutrition Geography,3-5 hours/day,Somewhat concerned,Very important,Neither agree nor disagree,Moderate / Middle of the road,Somewhat favor,Somewhat pessimistic,Remain the same,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,In 10 years,A moderate amount,A great deal,A great deal,A moderate amount,A moderate amount,In 10 years,Somewhat disagree,Somewhat support,Somewhat support,Strongly support,Somewhat support,Strongly oppose,Strongly oppose,Much more,Much more,Much more,Much more,Much more,More,High,High,Strongly agree,Strongly agree,Occasionally,At least once a month,Moderately severe,Probably yes,Slightly responsible,Somewhat agree,agree,strongly_agree,neutral,strongly_agree,disagree,agree,disagree,neutral,strongly_disagree,strongly_disagree,agree,agree,agree,strongly_disagree,agree,disagree_a_little,neutral,neutral,disagree_a_little,disagree_strongly,agree_a_little,disagree_strongly,agree_strongly,disagree_strongly,agree_strongly,,,,,
6808d34a84077492cbea9e58,Female,Europe,Europe,>10 years,No,Postgraduate Degree,Unemployed,N/A,N/A,Culture HealthNutrition,3-5 hours/day,Not very concerned,Moderately important,Strongly agree,Prefer not to answer,Neutral,Neither optimistic nor pessimistic,Remain the same,Yes,Caused mostly by human activities,Don’t know enough to say,Somewhat agree,They are being harmed right now,A moderate amount,A great deal,A great deal,A moderate amount,A moderate amount,They are being harmed right now,Somewhat agree,Strongly support,Strongly support,Somewhat support,Strongly support,Strongly oppose,Strongly oppose,Much more,Much more,Much more,Much more,Much more,Much more,Very high,Very high,Strongly agree,Strongly agree,Rarely,At least once a month,Moderately severe,Probably yes,Moderately responsible,Strongly agree,disagree,agree,neutral,agree,disagree,neutral,neutral,neutral,disagree,disagree,agree,strongly_disagree,disagree,agree,agree,neutral,agree_a_little,agree_a_little,agree_a_little,disagree_strongly,agree_strongly,neutral,neutral,disagree_a_little,agree_a_little,,,,,
6808d44d84077492cbea9ec6,Female,Asia,Asia,>10 years,No,Postgraduate Degree,Unemployed,N/A,N/A,Geography,3-5 hours/day,Somewhat concerned,Extremely important,Neither agree nor disagree,Moderate / Middle of the road,Somewhat oppose,Somewhat optimistic,Reduced,Yes,Caused mostly by human activities,Don’t know enough to say,Somewhat agree,In 50 years,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,In 50 years,Somewhat agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Much more,Much more,Much more,Much more,Much more,Much more,Very high,Very high,Strongly agree,Strongly agree,Never,Never,Slightly severe,Probably yes,Very responsible,Somewhat agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agree_strongly,agree_strongly,disagree_strongly,disagree_a_little,agree_a_little,agree_a_little,disagree_strongly,agree_a_little,agree_a_little,agree_a_little,,,,,
6808d3fe84077492cbea9ec2,Female,Europe,Europe,>10 years,No,High School Degree,Unemployed,N/A,N/A,Culture HealthNutrition Politics History,3-5 hours/day,Very concerned,Slightly important,Strongly agree,Slightly liberal,Strongly oppose,Neither optimistic nor pessimistic,Remain the same,Yes,Caused mostly by human activities,Don’t know enough to say,Strongly agree,Don’t know,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,They are being harmed right now,Somewhat agree,Strongly support,Somewhat support,Somewhat support,Strongly support,Strongly support,Somewhat support,Much more,Much more,Much more,Much more,Much more,Much more,High,Very high,Strongly agree,Strongly agree,Occasionally,At least once a month,Very severe,Probably yes,Very responsible,Strongly agree,disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_agree,agree,agree,strongly_disagree,disagree,disagree_a_little,agree_a_little,disagree_a_little,disagree_a_little,neutral,agree_strongly,disagree_a_little,agree_strongly,disagree_a_little,agree_a_little,,,,,
6808d2f284077492cbea9e54,Female,Europe,Europe,<5 years,No,High School Degree,Unemployed,N/A,N/A,HealthNutrition Culture,1-3 hours/day,Somewhat concerned,Moderately important,Somewhat agree,Slightly liberal,Strongly oppose,Somewhat pessimistic,Remain the same,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,In 10 years,A moderate amount,A great deal,A moderate amount,A moderate amount,A moderate amount,In 10 years,Somewhat agree,Strongly support,Somewhat oppose,Somewhat support,Somewhat support,Strongly oppose,Somewhat support,More,Much more,Much more,Much more,Much more,Much more,Very high,Very high,Somewhat agree,Strongly agree,Occasionally,At least once a week,Moderately severe,Don’t know,Moderately responsible,Somewhat agree,agree,strongly_agree,strongly_agree,agree,neutral,neutral,agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree_strongly,agree_a_little,agree_strongly,disagree_a_little,disagree_a_little,disagree_strongly,agree_a_little,agree_a_little,agree_a_little,agree_a_little,,,,,
6808d63084077492cbeaa067,Male,Europe,Europe,<5 years,No,Undergraduate Degree,Unemployed,N/A,N/A,History Culture,1-3 hours/day,Very concerned,Extremely important,Strongly agree,Moderate / Middle of the road,Strongly oppose,Neither optimistic nor pessimistic,Reduced,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,They are being harmed right now,A moderate amount,A great deal,A great deal,A moderate amount,A moderate amount,They are being harmed right now,Somewhat agree,Strongly support,Strongly support,Somewhat support,Somewhat support,Somewhat oppose,Somewhat support,Much more,Much more,Much more,Much more,Much more,Much more,Very high,Very high,Strongly agree,Strongly agree,Occasionally,At least once a week,Slightly severe,Probably yes,Very responsible,Strongly agree,neutral,agree,disagree,agree,neutral,neutral,disagree,neutral,neutral,agree,strongly_agree,agree,neutral,strongly_agree,disagree,neutral,agree_a_little,disagree_a_little,neutral,disagree_strongly,agree_a_little,agree_a_little,agree_a_little,neutral,agree_strongly,,,,,
6808d55f84077492cbea9ece,Female,Europe,Europe,>10 years,No,Postgraduate Degree,Unemployed,N/A,N/A,HealthNutrition Culture,5+ hours/day,Not very concerned,Moderately important,Somewhat agree,Moderate / Middle of the road,Somewhat oppose,Neither optimistic nor pessimistic,Remain the same,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,In 10 years,Don’t know,A great deal,A great deal,Don’t know,Don’t know,In 10 years,Somewhat agree,Strongly support,Strongly support,Strongly support,Somewhat support,Somewhat oppose,Somewhat support,More,More,More,More,More,More,High,High,Somewhat agree,Somewhat agree,Rarely,At least once a week,Moderately severe,Probably yes,Slightly responsible,Strongly agree,strongly_disagree,agree,disagree,neutral,strongly_disagree,strongly_disagree,agree,disagree,disagree,disagree,neutral,strongly_disagree,strongly_disagree,disagree,neutral,agree_a_little,agree_a_little,disagree_a_little,agree_a_little,agree_a_little,agree_a_little,agree_a_little,agree_a_little,neutral,agree_strongly,,,,,
6808d7cc84077492cbeaa0d1,Female,Europe,Europe,<5 years,No,Undergraduate Degree,Unemployed,N/A,N/A,Economics Politics,3-5 hours/day,Somewhat concerned,Moderately important,Somewhat agree,Slightly liberal,Somewhat favor,Somewhat optimistic,Reduced,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Somewhat agree,In 10 years,A moderate amount,A great deal,A great deal,A moderate amount,A moderate amount,In 10 years,Somewhat disagree,Somewhat support,Strongly support,Strongly support,Strongly support,Somewhat oppose,Somewhat oppose,More,Much more,More,Much more,More,Much more,Very high,Very high,Strongly agree,Somewhat agree,Occasionally,At least once a month,Slightly severe,Probably not,Moderately responsible,Somewhat agree,neutral,disagree,neutral,agree,neutral,neutral,neutral,neutral,strongly_disagree,disagree,strongly_agree,neutral,strongly_disagree,strongly_disagree,neutral,agree_a_little,agree_strongly,agree_a_little,disagree_strongly,disagree_a_little,agree_a_little,agree_a_little,agree_a_little,agree_a_little,agree_a_little,,,,,
6808d9a584077492cbeaa1a9,Female,Europe,Europe,>10 years,No,Postgraduate Degree,Unemployed,N/A,N/A,History Economics HealthNutrition,3-5 hours/day,Somewhat concerned,Very important,Somewhat agree,Slightly liberal,Neutral,Neither optimistic nor pessimistic,Remain the same,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Somewhat agree,They are being harmed right now,A moderate amount,A great deal,A great deal,A moderate amount,A moderate amount,They are being harmed right now,Somewhat agree,Strongly support,Somewhat support,Somewhat support,Somewhat support,Somewhat support,Somewhat support,More,More,More,More,More,More,Very high,High,Somewhat agree,Somewhat agree,Occasionally,At least once a week,Moderately severe,Don’t know,Moderately responsible,Somewhat agree,neutral,agree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agree,neutral,neutral,agree,agree_strongly,disagree_a_little,disagree_a_little,neutral,disagree_a_little,agree_strongly,disagree_a_little,agree_a_little,agree_a_little,neutral,,,,,
6808d28b84077492cbea9de8,Female,Asia,Asia,>10 years,No,Undergraduate Degree,Employed,Engineering/Technical,Entry Level,Culture Politics Geography HealthNutrition,1-3 hours/day,Somewhat concerned,Very important,Strongly agree,Moderate / Middle of the road,Somewhat favor,Somewhat optimistic,Remain the same,Yes,Caused mostly by human activities,Don’t know enough to say,Strongly agree,In 10 years,A moderate amount,A great deal,A great deal,A great deal,A moderate amount,In 10 years,Somewhat agree,Somewhat support,Strongly support,Strongly support,Strongly support,Somewhat support,Strongly support,Much more,Much more,Much more,Much more,Much more,Much more,Very high,Very high,Strongly agree,Strongly agree,Often,At least once a week,Moderately severe,Probably not,Moderately responsible,Neither agree nor disagree,neutral,agree,agree,agree,disagree,neutral,agree,neutral,agree,neutral,agree,agree,disagree,neutral,agree,disagree_a_little,disagree_a_little,neutral,agree_a_little,agree_a_little,disagree_a_little,agree_a_little,neutral,disagree_a_little,agree_a_little,,,,,
6808df8084077492cbeaa40b,Male,Europe,Europe,>10 years,No,High School Degree,Employed,Engineering/Technical,Entry Level,Geography,1-3 hours/day,Somewhat concerned,Very important,Neither agree nor disagree,Prefer not to answer,Neutral,Somewhat optimistic,Remain the same,Yes,Don’t know,Don’t know enough to say,Somewhat agree,In 25 years,Only a little,A moderate amount,A moderate amount,A moderate amount,A moderate amount,In 25 years,Somewhat agree,Strongly support,Somewhat support,Strongly support,Strongly support,Somewhat support,Somewhat oppose,More,More,More,More,More,More,Very high,Very high,Strongly agree,Strongly agree,Rarely,Several times a year,Moderately severe,Don’t know,Don’t know,Neither agree nor disagree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agree_a_little,agree_a_little,agree_a_little,agree_a_little,disagree_a_little,neutral,neutral,neutral,neutral,neutral,,,,,
680888511c27a3a70e404a8c,Female,Asia,Europe,<5 years,No,Undergraduate Degree,Unemployed,N/A,N/A,Geography,5+ hours/day,Don’t know,Not important at all,Strongly disagree,Prefer not to answer,Strongly favor,Very pessimistic,Reduced,Yes,Caused mostly by human activities,Don’t know enough to say,Strongly disagree,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Never,Strongly disagree,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Much less,Much less,Much less,Much less,Much less,Much less,Low,Low,Strongly disagree,Strongly disagree,Never,Never,Don’t know / Not applicable,Don’t know,Don’t know,Strongly disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,agree_strongly,,,,,
