respondent_id,question,answer
R_019,"A small, secret group of people is responsible for making all major decisions, such as going to war.",strongly_agree
R_019,Technology with mind-control capacities is used on people without their knowledge.,strongly_agree
R_019,Evidence of alien contact is being concealed from the public.,neutral
R_019,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",strongly_agree
R_019,I see myself as someone who is reserved.,agree_a_little
R_019,I see myself as someone who is generally trusting.,agree_a_little
R_019,I see myself as someone who tends to be lazy.,agree_a_little
R_019,"I see myself as someone who is relaxed, handles stress well.",agree_a_little
R_019,I see myself as someone who has few artistic interests.,disagree_a_little
R_019,"I see myself as someone who is outgoing, sociable.",agree_a_little
R_019,I see myself as someone who tends to find fault with others.,disagree_a_little
R_019,I see myself as someone who does a thorough job.,neutral
R_019,I see myself as someone who gets nervous easily.,neutral
R_019,I see myself as someone who has an active imagination.,agree_strongly
R_019,Question 93,
R_019,Question 94,
R_019,Question 95,
R_019,Question 96,
R_019,Question 97,
R_020,UserID,6808c0d684077492cbea95d6
R_020,Gender,Female
R_020,Region of Birth,Europe
R_020,Region of Residence,Europe
R_020,How long ago did you move to your current country of residence?,>10 years
R_020,Do you have children?,No
R_020,Education Level (Highest achieved or currently pursuing),Undergraduate Degree
R_020,Job Status,Unemployed
R_020,Job Role,
R_020,Job Level,
R_020,Topic(s) of interest,Culture History HealthNutrition Geography Economics
R_020,Social Media Usage,1-3 hours/day
R_020,How concerned are you that policies to address global warming will increase your cost of living?,Somewhat concerned
R_020,How important is it to you that this country leads the world in new technologies and innovation?,Extremely important
R_020,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Strongly agree
R_020,"On social and political issues, where would you place yourself?",Slightly conservative
R_020,An ideal society requires some groups to be on top and others to be on the bottom.,Somewhat favor
R_020,Do you feel optimistic or pessimistic about the future?,Somewhat pessimistic
R_020,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Remain the same
R_020,Do you think that global warming is happening?,Yes
R_020,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_020,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_020,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Strongly agree
R_020,"In your opinion, when will global warming start to harm people in your country?",They are being harmed right now
R_020,How much do you think global warming will harm plants and animal species?,A great deal
R_020,How much do you think global warming will harm future generations of people?,A great deal
R_020,How much do you think global warming will harm people in developing countries?,A great deal
R_020,How much do you think global warming will harm people in your country?,A great deal
R_020,How much do you think global warming will harm you personally?,A great deal
R_020,When do you think global warming will start to harm people in your country?,They are being harmed right now
R_020,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Strongly agree
R_020,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_020,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Strongly support
R_020,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_020,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_020,Drill for oil in natural areas or reserves.,Somewhat oppose
R_020,Expand offshore drilling for oil and natural gas off your country's coast.,Somewhat oppose
R_020,Do you think the following should be doing more or less to address global warming? Corporations and industry.,More
R_020,The President.,Much more
R_020,Congress.,Much more
R_020,Your Governor.,Much more
R_020,Your local officials.,Much more
R_020,Citizens themselves.,Much more
R_020,Should global warming be a priority for the next president and Congress?,Very high
R_020,Should developing sources of clean energy be a priority?,Very high
R_020,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_020,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_020,How often do you discuss global warming with your friends and family?,Occasionally
R_020,How often do you hear about global warming in the media?,At least once a week
R_020,How severe would you rate the personal effects of global warming that you have experienced?,Very severe
R_020,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably yes
R_020,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Very responsible
R_020,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,Strongly agree
R_020,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",neutral
R_020,A lot of important information is deliberately concealed from the public out of self-interest.,strongly_agree
R_020,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,agree
R_020,The government uses innocent people as patsies to hide its involvement in criminal activity.,agree
R_020,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,neutral
R_020,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",neutral
R_020,New and advanced technology which would harm current industry is being suppressed.,agree
R_020,The power held by heads of state is second to that of small unknown groups who really control world politics.,disagree
R_020,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",strongly_disagree
R_020,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,strongly_disagree
R_020,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",agree
R_020,"A small, secret group of people is responsible for making all major decisions, such as going to war.",agree
R_020,Technology with mind-control capacities is used on people without their knowledge.,agree
R_020,Evidence of alien contact is being concealed from the public.,strongly_disagree
R_020,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",neutral
R_020,I see myself as someone who is reserved.,agree_a_little
R_020,I see myself as someone who is generally trusting.,neutral
R_020,I see myself as someone who tends to be lazy.,agree_a_little
R_020,"I see myself as someone who is relaxed, handles stress well.",neutral
R_020,I see myself as someone who has few artistic interests.,disagree_strongly
R_020,"I see myself as someone who is outgoing, sociable.",neutral
R_020,I see myself as someone who tends to find fault with others.,neutral
R_020,I see myself as someone who does a thorough job.,neutral
R_020,I see myself as someone who gets nervous easily.,agree_a_little
R_020,I see myself as someone who has an active imagination.,agree_a_little
R_020,Question 93,
R_020,Question 94,
R_020,Question 95,
R_020,Question 96,
R_020,Question 97,
R_021,UserID,6808c45684077492cbea965a
R_021,Gender,Female
R_021,Region of Birth,Asia
R_021,Region of Residence,Asia
R_021,How long ago did you move to your current country of residence?,>10 years
R_021,Do you have children?,No
R_021,Education Level (Highest achieved or currently pursuing),Postgraduate Degree
R_021,Job Status,Employed
R_021,Job Role,Engineering/Technical
R_021,Job Level,Entry Level
R_021,Topic(s) of interest,Culture Politics Geography HealthNutrition
R_021,Social Media Usage,1-3 hours/day
R_021,How concerned are you that policies to address global warming will increase your cost of living?,Somewhat concerned
R_021,How important is it to you that this country leads the world in new technologies and innovation?,Very important
R_021,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Somewhat agree
R_021,"On social and political issues, where would you place yourself?",Slightly liberal
R_021,An ideal society requires some groups to be on top and others to be on the bottom.,Neutral
R_021,Do you feel optimistic or pessimistic about the future?,Somewhat optimistic
R_021,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Reduced
R_021,Do you think that global warming is happening?,Yes
R_021,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_021,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_021,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Somewhat agree
R_021,"In your opinion, when will global warming start to harm people in your country?",In 10 years
R_021,How much do you think global warming will harm plants and animal species?,A moderate amount
R_021,How much do you think global warming will harm future generations of people?,A great deal
R_021,How much do you think global warming will harm people in developing countries?,A great deal
R_021,How much do you think global warming will harm people in your country?,A great deal
R_021,How much do you think global warming will harm you personally?,A moderate amount
R_021,When do you think global warming will start to harm people in your country?,In 10 years
R_021,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat agree
R_021,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_021,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Strongly support
R_021,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_021,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_021,Drill for oil in natural areas or reserves.,Somewhat oppose
R_021,Expand offshore drilling for oil and natural gas off your country's coast.,Somewhat support
R_021,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Less
R_021,The President.,More
R_021,Congress.,More
R_021,Your Governor.,More
R_021,Your local officials.,More
R_021,Citizens themselves.,Much more
R_021,Should global warming be a priority for the next president and Congress?,Very high
R_021,Should developing sources of clean energy be a priority?,Very high
R_021,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_021,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Somewhat agree
R_021,How often do you discuss global warming with your friends and family?,Rarely
R_021,How often do you hear about global warming in the media?,Once a year or less often
R_021,How severe would you rate the personal effects of global warming that you have experienced?,Slightly severe
R_021,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably not
R_021,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Very responsible
R_021,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,Somewhat agree
R_021,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",neutral
R_021,A lot of important information is deliberately concealed from the public out of self-interest.,agree
R_021,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,disagree
R_021,The government uses innocent people as patsies to hide its involvement in criminal activity.,agree
R_021,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,neutral
R_021,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",agree
R_021,New and advanced technology which would harm current industry is being suppressed.,disagree
R_021,The power held by heads of state is second to that of small unknown groups who really control world politics.,neutral
R_021,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",strongly_disagree
R_021,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,strongly_disagree
R_021,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",strongly_agree
R_021,"A small, secret group of people is responsible for making all major decisions, such as going to war.",disagree
R_021,Technology with mind-control capacities is used on people without their knowledge.,disagree
R_021,Evidence of alien contact is being concealed from the public.,strongly_disagree
R_021,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",agree
R_021,I see myself as someone who is reserved.,neutral
R_021,I see myself as someone who is generally trusting.,neutral
R_021,I see myself as someone who tends to be lazy.,disagree_strongly
R_021,"I see myself as someone who is relaxed, handles stress well.",agree_strongly
R_021,I see myself as someone who has few artistic interests.,agree_a_little
R_021,"I see myself as someone who is outgoing, sociable.",disagree_a_little
R_021,I see myself as someone who tends to find fault with others.,disagree_a_little
R_021,I see myself as someone who does a thorough job.,agree_a_little
R_021,I see myself as someone who gets nervous easily.,disagree_strongly
R_021,I see myself as someone who has an active imagination.,agree_a_little
R_021,Question 93,
R_021,Question 94,
R_021,Question 95,
R_021,Question 96,
R_021,Question 97,
R_022,UserID,6808c27084077492cbea95e4
R_022,Gender,Female
R_022,Region of Birth,Asia
R_022,Region of Residence,Asia
R_022,How long ago did you move to your current country of residence?,>10 years
R_022,Do you have children?,Yes
R_022,Education Level (Highest achieved or currently pursuing),Postgraduate Degree
R_022,Job Status,Unemployed
R_022,Job Role,
R_022,Job Level,
R_022,Topic(s) of interest,HealthNutrition
R_022,Social Media Usage,3-5 hours/day
R_022,How concerned are you that policies to address global warming will increase your cost of living?,Not very concerned
R_022,How important is it to you that this country leads the world in new technologies and innovation?,Extremely important
R_022,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Strongly agree
R_022,"On social and political issues, where would you place yourself?",Moderate / Middle of the road
R_022,An ideal society requires some groups to be on top and others to be on the bottom.,Neutral
R_022,Do you feel optimistic or pessimistic about the future?,Very pessimistic
R_022,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Reduced
R_022,Do you think that global warming is happening?,Yes
R_022,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_022,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_022,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Strongly agree
R_022,"In your opinion, when will global warming start to harm people in your country?",Dont know
R_022,How much do you think global warming will harm plants and animal species?,A great deal
R_022,How much do you think global warming will harm future generations of people?,A great deal
R_022,How much do you think global warming will harm people in developing countries?,A great deal
R_022,How much do you think global warming will harm people in your country?,A great deal
R_022,How much do you think global warming will harm you personally?,A great deal
R_022,When do you think global warming will start to harm people in your country?,Never
R_022,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat agree
R_022,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_022,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Strongly support
R_022,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_022,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_022,Drill for oil in natural areas or reserves.,Strongly support
R_022,Expand offshore drilling for oil and natural gas off your country's coast.,Strongly support
R_022,Do you think the following should be doing more or less to address global warming? Corporations and industry.,More
R_022,The President.,More
R_022,Congress.,More
R_022,Your Governor.,More
R_022,Your local officials.,Much more
R_022,Citizens themselves.,Much more
R_022,Should global warming be a priority for the next president and Congress?,Very high
R_022,Should developing sources of clean energy be a priority?,Very high
R_022,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_022,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_022,How often do you discuss global warming with your friends and family?,Rarely
R_022,How often do you hear about global warming in the media?,At least once a week
R_022,How severe would you rate the personal effects of global warming that you have experienced?,Not severe at all
R_022,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably yes
R_022,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Slightly responsible
R_022,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,Strongly agree
R_022,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",strongly_agree
R_022,A lot of important information is deliberately concealed from the public out of self-interest.,strongly_agree
R_022,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,strongly_agree
R_022,The government uses innocent people as patsies to hide its involvement in criminal activity.,strongly_agree
R_022,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,strongly_agree
R_022,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",strongly_agree
R_022,New and advanced technology which would harm current industry is being suppressed.,strongly_agree
R_022,The power held by heads of state is second to that of small unknown groups who really control world politics.,strongly_agree
R_022,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",strongly_agree
R_022,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,strongly_agree
R_022,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",agree
R_022,"A small, secret group of people is responsible for making all major decisions, such as going to war.",strongly_agree
R_022,Technology with mind-control capacities is used on people without their knowledge.,strongly_agree
R_022,Evidence of alien contact is being concealed from the public.,strongly_agree
R_022,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",agree
R_022,I see myself as someone who is reserved.,agree_a_little
R_022,I see myself as someone who is generally trusting.,neutral
R_022,I see myself as someone who tends to be lazy.,disagree_strongly
R_022,"I see myself as someone who is relaxed, handles stress well.",disagree_a_little
R_022,I see myself as someone who has few artistic interests.,agree_strongly
R_022,"I see myself as someone who is outgoing, sociable.",agree_strongly
R_022,I see myself as someone who tends to find fault with others.,neutral
R_022,I see myself as someone who does a thorough job.,agree_strongly
R_022,I see myself as someone who gets nervous easily.,agree_a_little
R_022,I see myself as someone who has an active imagination.,agree_a_little
R_022,Question 93,
R_022,Question 94,
R_022,Question 95,
R_022,Question 96,
R_022,Question 97,
R_023,UserID,6808c5c484077492cbea972e
R_023,Gender,Female
R_023,Region of Birth,Asia
R_023,Region of Residence,Asia
R_023,How long ago did you move to your current country of residence?,>10 years
R_023,Do you have children?,No
R_023,Education Level (Highest achieved or currently pursuing),Postgraduate Degree
R_023,Job Status,Unemployed
R_023,Job Role,
R_023,Job Level,
R_023,Topic(s) of interest,History Culture
R_023,Social Media Usage,3-5 hours/day
R_023,How concerned are you that policies to address global warming will increase your cost of living?,Somewhat concerned
R_023,How important is it to you that this country leads the world in new technologies and innovation?,Extremely important
R_023,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Strongly agree
R_023,"On social and political issues, where would you place yourself?",Prefer not to answer
R_023,An ideal society requires some groups to be on top and others to be on the bottom.,Strongly oppose
R_023,Do you feel optimistic or pessimistic about the future?,Very pessimistic
R_023,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Reduced
R_023,Do you think that global warming is happening?,Yes
R_023,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_023,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_023,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Strongly agree
R_023,"In your opinion, when will global warming start to harm people in your country?",They are being harmed right now
R_023,How much do you think global warming will harm plants and animal species?,A moderate amount
R_023,How much do you think global warming will harm future generations of people?,A great deal
R_023,How much do you think global warming will harm people in developing countries?,A great deal
R_023,How much do you think global warming will harm people in your country?,A great deal
R_023,How much do you think global warming will harm you personally?,A moderate amount
R_023,When do you think global warming will start to harm people in your country?,They are being harmed right now
R_023,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat agree
R_023,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_023,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Strongly support
R_023,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_023,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_023,Drill for oil in natural areas or reserves.,Strongly oppose
R_023,Expand offshore drilling for oil and natural gas off your country's coast.,Somewhat oppose
R_023,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Much more
R_023,The President.,Much more
R_023,Congress.,Much more
R_023,Your Governor.,Much more
R_023,Your local officials.,Much more
R_023,Citizens themselves.,Much more
R_023,Should global warming be a priority for the next president and Congress?,Very high
R_023,Should developing sources of clean energy be a priority?,Very high
R_023,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_023,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_023,How often do you discuss global warming with your friends and family?,Occasionally
R_023,How often do you hear about global warming in the media?,Several times a year
R_023,How severe would you rate the personal effects of global warming that you have experienced?,Not severe at all
R_023,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably yes
R_023,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Moderately responsible
R_023,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,Strongly agree
R_023,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",agree
R_023,A lot of important information is deliberately concealed from the public out of self-interest.,agree
R_023,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,agree
R_023,The government uses innocent people as patsies to hide its involvement in criminal activity.,agree
R_023,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,agree
R_023,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",agree
R_023,New and advanced technology which would harm current industry is being suppressed.,agree
R_023,The power held by heads of state is second to that of small unknown groups who really control world politics.,agree
R_023,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",neutral
R_023,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,neutral
R_023,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",agree
R_023,"A small, secret group of people is responsible for making all major decisions, such as going to war.",agree
R_023,Technology with mind-control capacities is used on people without their knowledge.,disagree
R_023,Evidence of alien contact is being concealed from the public.,neutral
R_023,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",agree
R_023,I see myself as someone who is reserved.,neutral
R_023,I see myself as someone who is generally trusting.,disagree_a_little
R_023,I see myself as someone who tends to be lazy.,neutral
R_023,"I see myself as someone who is relaxed, handles stress well.",disagree_a_little
R_023,I see myself as someone who has few artistic interests.,agree_strongly
R_023,"I see myself as someone who is outgoing, sociable.",disagree_a_little
R_023,I see myself as someone who tends to find fault with others.,neutral
R_023,I see myself as someone who does a thorough job.,agree_a_little
R_023,I see myself as someone who gets nervous easily.,agree_a_little
R_023,I see myself as someone who has an active imagination.,agree_a_little
R_023,Question 93,
R_023,Question 94,
R_023,Question 95,
R_023,Question 96,
R_023,Question 97,
R_024,UserID,6808c53a84077492cbea965c
R_024,Gender,Male
R_024,Region of Birth,Asia
R_024,Region of Residence,Asia
R_024,How long ago did you move to your current country of residence?,>10 years
R_024,Do you have children?,No
R_024,Education Level (Highest achieved or currently pursuing),Postgraduate Degree
R_024,Job Status,Employed
R_024,Job Role,Engineering/Technical
R_024,Job Level,Entry Level
R_024,Topic(s) of interest,Politics History
R_024,Social Media Usage,3-5 hours/day
R_024,How concerned are you that policies to address global warming will increase your cost of living?,Not very concerned
R_024,How important is it to you that this country leads the world in new technologies and innovation?,Very important
R_024,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Somewhat agree
R_024,"On social and political issues, where would you place yourself?",Slightly liberal
R_024,An ideal society requires some groups to be on top and others to be on the bottom.,Strongly oppose
R_024,Do you feel optimistic or pessimistic about the future?,Very pessimistic
R_024,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Reduced
R_024,Do you think that global warming is happening?,Yes
R_024,"Assuming global warming is happening, do you think it is?",Caused mostly by human activities
R_024,Which comes closest to your own view about what most scientists think?,Most scientists think global warming is happening
R_024,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Strongly agree
R_024,"In your opinion, when will global warming start to harm people in your country?",In 25 years
R_024,How much do you think global warming will harm plants and animal species?,A moderate amount
R_024,How much do you think global warming will harm future generations of people?,A great deal
R_024,How much do you think global warming will harm people in developing countries?,Only a little
R_024,How much do you think global warming will harm people in your country?,A moderate amount
R_024,How much do you think global warming will harm you personally?,A moderate amount
R_024,When do you think global warming will start to harm people in your country?,In 25 years
R_024,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Strongly agree
R_024,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_024,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Somewhat support
R_024,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_024,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_024,Drill for oil in natural areas or reserves.,Strongly oppose
R_024,Expand offshore drilling for oil and natural gas off your country's coast.,Somewhat support
R_024,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Much more
R_024,The President.,Much more
R_024,Congress.,Much more
R_024,Your Governor.,Much more
R_024,Your local officials.,Much more
R_024,Citizens themselves.,Much more
R_024,Should global warming be a priority for the next president and Congress?,Very high
R_024,Should developing sources of clean energy be a priority?,Very high
R_024,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_024,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_024,How often do you discuss global warming with your friends and family?,Never
R_024,How often do you hear about global warming in the media?,At least once a week
R_024,How severe would you rate the personal effects of global warming that you have experienced?,Moderately severe
R_024,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",Probably yes
R_024,How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Very responsible
R_024,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,Somewhat agree
R_024,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",strongly_disagree
R_024,A lot of important information is deliberately concealed from the public out of self-interest.,agree
R_024,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,disagree
R_024,The government uses innocent people as patsies to hide its involvement in criminal activity.,agree
R_024,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,strongly_disagree
R_024,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",strongly_disagree
R_024,New and advanced technology which would harm current industry is being suppressed.,strongly_agree
R_024,The power held by heads of state is second to that of small unknown groups who really control world politics.,disagree
R_024,"Secret organizations communicate with extraterrestrials, but keep this fact from the public.",strongly_disagree
R_024,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,neutral
R_024,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",strongly_agree
R_024,"A small, secret group of people is responsible for making all major decisions, such as going to war.",strongly_disagree
R_024,Technology with mind-control capacities is used on people without their knowledge.,strongly_disagree
R_024,Evidence of alien contact is being concealed from the public.,neutral
R_024,"Groups of scientists manipulate, fabricate, or suppress evidence in order to deceive the public.",disagree
R_024,I see myself as someone who is reserved.,agree_a_little
R_024,I see myself as someone who is generally trusting.,agree_a_little
R_024,I see myself as someone who tends to be lazy.,agree_a_little
R_024,"I see myself as someone who is relaxed, handles stress well.",disagree_strongly
R_024,I see myself as someone who has few artistic interests.,agree_a_little
R_024,"I see myself as someone who is outgoing, sociable.",neutral
R_024,I see myself as someone who tends to find fault with others.,agree_strongly
R_024,I see myself as someone who does a thorough job.,agree_a_little
R_024,I see myself as someone who gets nervous easily.,agree_strongly
R_024,I see myself as someone who has an active imagination.,agree_a_little
R_024,Question 93,
R_024,Question 94,
R_024,Question 95,
R_024,Question 96,
R_024,Question 97,
R_025,UserID,6808c95084077492cbea9a06
R_025,Gender,Female
R_025,Region of Birth,Europe
R_025,Region of Residence,Europe
R_025,How long ago did you move to your current country of residence?,>10 years
R_025,Do you have children?,No
R_025,Education Level (Highest achieved or currently pursuing),High School Degree
R_025,Job Status,Unemployed
R_025,Job Role,
R_025,Job Level,
R_025,Topic(s) of interest,Geography Culture HealthNutrition
R_025,Social Media Usage,0-1 hour/day
R_025,How concerned are you that policies to address global warming will increase your cost of living?,Not very concerned
R_025,How important is it to you that this country leads the world in new technologies and innovation?,Extremely important
R_025,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,Strongly agree
R_025,"On social and political issues, where would you place yourself?",Slightly liberal
R_025,An ideal society requires some groups to be on top and others to be on the bottom.,Strongly oppose
R_025,Do you feel optimistic or pessimistic about the future?,Neither optimistic nor pessimistic
R_025,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Remain the same
R_025,Do you think that global warming is happening?,Yes
R_025,"Assuming global warming is happening, do you think it is?",Dont know
R_025,Which comes closest to your own view about what most scientists think?,There is a lot of disagreement among scientists about whether or not global warming is happening
R_025,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,Somewhat agree
R_025,"In your opinion, when will global warming start to harm people in your country?",In 50 years
R_025,How much do you think global warming will harm plants and animal species?,Only a little
R_025,How much do you think global warming will harm future generations of people?,A moderate amount
R_025,How much do you think global warming will harm people in developing countries?,A great deal
R_025,How much do you think global warming will harm people in your country?,A moderate amount
R_025,How much do you think global warming will harm you personally?,Only a little
R_025,When do you think global warming will start to harm people in your country?,In 50 years
R_025,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,Somewhat disagree
R_025,"Fund more research into renewable energy sources, such as solar and wind power.",Strongly support
R_025,Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Strongly support
R_025,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Strongly support
R_025,Set strict CO2 emission limits on coal-fired power plants.,Strongly support
R_025,Drill for oil in natural areas or reserves.,Strongly oppose
R_025,Expand offshore drilling for oil and natural gas off your country's coast.,Strongly oppose
R_025,Do you think the following should be doing more or less to address global warming? Corporations and industry.,Much more
R_025,The President.,Much more
R_025,Congress.,Much more
R_025,Your Governor.,Much more
R_025,Your local officials.,Much more
R_025,Citizens themselves.,Much more
R_025,Should global warming be a priority for the next president and Congress?,Very high
R_025,Should developing sources of clean energy be a priority?,Very high
R_025,Generate renewable energy (solar and wind) on public land in your country.,Strongly agree
R_025,Support the economy transition from fossil fuels to 100% clean energy by 2050.,Strongly agree
R_025,How often do you discuss global warming with your friends and family?,Rarely
